id,name,country_id,playing_role,bating_style,bowling_style,matches,innings,runs,average_score,strike_rate,100s,50,wickets,bowling_avg,bowling_econ,bowling_sr,batting_avg_allround,bowling_avg_allround,wickets_allround
465783,MVT Fernando,8,bowler,right-hand bat,left-arm medium-fast,8,8,30,15,49.18,0,0,5,67.4,6.8,59.4,15,67.4,5
784369,WIA Fernando,8,opening batter,right-hand bat,right-arm medium-fast,29,29,990,34.13,91.92,3,5,,,,,34.13,,
1290105,RMVD Gunaratne,8,batter,right-hand bat,right-arm medium-fast,,,,,,,,,,,,,,
345821,MD Gunathilaka,8,allrounder,left-hand bat,right-arm offbreak,47,46,1601,35.57,86.82,2,11,8,46.37,5.53,50.2,35.57,46.37,8
422871,NGRP Jayasuriya,8,bowler,right-hand bat,slow left-arm orthodox,2,2,11,11,84.61,0,0,0,,5.93,,11,,0
1028665,P Jayawickrama,8,bowler,right-hand bat,slow left-arm orthodox,5,3,7,7,58.33,0,0,5,35.4,5.36,39.6,7,35.4,5
340004,KADA Kanchana,8,bowling allrounder,right-hand bat,right-arm fast-medium,,,,,,,,,,,,,,
623695,C Karunaratne,8,bowling allrounder,right-hand bat,right-arm medium-fast,21,20,408,29.14,84.82,0,1,20,31.15,5.82,32.1,29.14,31.15,20
227772,FDM Karunaratne,8,opening batter,left-hand bat,right-arm medium,34,30,767,27.39,74.46,0,6,0,,6.75,,27.39,,0
631722,H Karunaratne,8,,right-hand bat,right-arm medium,,,,,,,,,,,,,,
557731,WGAKK Kulasuriya,8,bowler,left-hand bat,right-arm fast-medium,,,,,,,,,,,,,,
784375,CBRLS Kumara,8,bowler,left-hand bat,right-arm fast,17,9,26,5.2,38.8,0,0,20,43.9,7.06,37.3,5.2,43.9,20
631609,BMSM Kumari,8,bowler,left-hand bat,slow left-arm orthodox,,,,,,,,,,,,,,
49619,RAS Lakmal,8,bowler,right-hand bat,right-arm fast-medium,86,48,244,9.38,60.39,0,0,109,32.42,5.46,35.6,9.38,32.42,109
792519,D Lakshan,8,batting allrounder,left-hand bat,right-arm medium-fast,,,,,,,,,,,,,,
681681,J Liyanage,8,batting allrounder,right-hand bat,right-arm fast-medium,,,,,,,,,,,,,,
557839,H Madavi,8,top-order batter,left-hand bat,right-arm slow-medium,,,,,,,,,,,,,,
793007,D Madushanka,8,bowler,right-hand bat,left-arm medium-fast,1,,,,,,,1,43,7.16,36,,43,1
49764,AD Mathews,8,allrounder,right-hand bat,right-arm medium,218,188,5835,41.67,83.3,3,40,120,33.35,4.62,43.2,41.67,33.35,120
629074,BKG Mendis,8,wicketkeeper batter,right-hand bat,legbreak,93,91,2654,31.22,84.79,2,20,0,,8.4,,31.22,,0
784373,PHKD Mendis,8,allrounder,left-hand bat,"right-arm offbreak,slow left-arm orthodox",7,7,127,21.16,59.34,0,1,2,75.5,6.04,75,21.16,75.5,2
629084,RTM Mendis,8,allrounder,right-hand bat,right-arm offbreak,4,4,50,25,100,0,0,4,18.5,6.16,18,25,18.5,4
1075863,K Mishara,8,opening batter,left-hand bat,right-arm offbreak,,,,,,,,,,,,,,
924289,S Nisansala,8,,left-hand bat,slow left-arm orthodox,,,,,,,,,,,,,,
1028655,P Nissanka,8,top-order batter,right-hand bat,,21,21,649,32.45,80.82,1,5,,,,,32.45,,
372116,T Bavuma,3,middle-order batter,right-hand bat,right-arm medium,23,22,910,45.5,86.99,3,2,0,,3.56,,45.5,,0
482506,A Bosch,3,batting allrounder,right-hand bat,right-arm medium,,,,,,,,,,,,,,
600731,T Brits,3,opening batter,right-hand bat,,,,,,,,,,,,,,,
276681,T Chetty,3,wicketkeeper batter,right-hand bat,,,,,,,,,,,,,,,
486672,TB de Bruyn,3,middle-order batter,right-hand bat,right-arm medium-fast,,,,,,,,,,,,,,
939249,N de Klerk,3,allrounder,right-hand bat,right-arm medium,,,,,,,,,,,,,,
379143,Q de Kock,3,wicketkeeper batter,left-hand bat,,137,137,5901,45.39,96.06,17,29,,,,,45.39,,
1163087,A Dercksen,3,allrounder,right-hand bat,right-arm medium,,,,,,,,,,,,,,
54646,M du Preez,3,top-order batter,right-hand bat,,,,,,,,,,,,,,,
230852,D Elgar,3,opening batter,left-hand bat,slow left-arm orthodox,8,7,104,17.33,58.75,0,0,2,33.5,4.18,48,17.33,33.5,2
324260,SJ Erwee,3,opening batter,left-hand bat,right-arm offbreak,,,,,,,,,,,,,,
553249,BC Fortuin,3,bowler,right-hand bat,slow left-arm orthodox,3,2,1,1,16.66,0,0,2,36,5.53,39,1,36,2
593936,L Goodall,3,middle-order batter,left-hand bat,right-arm medium,,,,,,,,,,,,,,
432960,SR Harmer,3,bowler,right-hand bat,right-arm offbreak,,,,,,,,,,,,,,
269280,RR Hendricks,3,opening batter,right-hand bat,right-arm offbreak,27,27,694,27.76,77.62,1,5,1,47,6.71,42,27.76,47,1
276997,S Ismail,3,bowler,left-hand bat,right-arm fast-medium,,,,,,,,,,,,,,
499254,S Jafta,3,wicketkeeper,right-hand bat,,,,,,,,,,,,,,,
696401,M Jansen,3,bowling allrounder,right-hand bat,left-arm fast,5,4,60,20,93.75,0,0,5,53.6,6.06,53,20,53.6,5
351836,M Kapp,3,allrounder,right-hand bat,right-arm medium,,,,,,,,,,,,,,
387261,A Khaka,3,bowler,right-hand bat,right-arm medium,,,,,,,,,,,,,,
364368,M Klaas,3,bowler,right-hand bat,right-arm medium,,,,,,,,,,,,,,
436757,H Klaasen,3,wicketkeeper batter,right-hand bat,right-arm offbreak,33,31,933,35.88,98.21,1,5,0,,6.6,,35.88,,0
483484,L Lee,3,opening batter,right-hand bat,right-arm medium-fast,,,,,,,,,,,,,,
487007,S Luus,3,allrounder,right-hand bat,legbreak,,,,,,,,,,,,,,
379776,SSB Magala,3,bowler,right-hand bat,right-arm fast-medium,5,3,7,3.5,58.33,0,0,6,42.5,7.08,36,3.5,42.5,6
267724,KA Maharaj,3,bowler,right-hand bat,slow left-arm orthodox,27,13,159,14.45,95.2,0,0,29,37.03,4.79,46.3,14.45,37.03,29
605680,JN Malan,3,top-order batter,right-hand bat,legbreak,23,22,958,47.9,83.3,3,4,,,,,47.9,,
600498,AK Markram,3,opening batter,right-hand bat,right-arm offbreak,47,44,1189,29,88.53,0,5,12,40.08,5.72,42,29,40.08,12
321777,DA Miller,3,middle-order batter,left-hand bat,right-arm offbreak,152,130,3780,42,102.18,5,20,,,,,42,,
971203,N Mlaba,3,bowler,right-hand bat,slow left-arm orthodox,,,,,,,,,,,,,,
698189,PWA Mulder,3,allrounder,right-hand bat,right-arm medium,12,10,81,13.5,81,0,0,10,34.1,5.77,35.4,13.5,34.1,10
542023,L Ngidi,3,bowler,right-hand bat,right-arm fast-medium,42,15,67,13.4,63.2,0,0,71,26.52,5.68,27.9,13.4,26.52,71
481979,A Nortje,3,bowler,right-hand bat,right-arm fast,19,5,25,6.25,62.5,0,0,34,25.7,5.83,26.4,6.25,25.7,34
629578,R Ntozakhe,3,bowler,right-hand bat,right-arm offbreak,,,,,,,,,,,,,,
486679,D Olivier,3,bowler,right-hand bat,right-arm fast-medium,2,,,,,,,3,41.33,6.52,38,,41.33,3
265564,WD Parnell,3,bowler,left-hand bat,left-arm medium-fast,72,42,570,20.35,79.27,0,1,98,30.4,5.6,32.5,20.35,30.4,98
485676,KD Petersen,3,top-order batter,right-hand bat,legbreak,,,,,,,,,,,,,,
540316,AL Phehlukwayo,3,bowling allrounder,left-hand bat,right-arm medium-fast,74,47,742,23.93,86.37,0,2,87,31.54,5.73,32.9,23.93,31.54,87
327830,D Pretorius,3,bowling allrounder,right-hand bat,right-arm medium-fast,27,13,192,16,85.71,0,1,35,27.05,4.96,32.6,16,27.05,35
550215,K Rabada,3,bowler,left-hand bat,right-arm fast,88,36,317,15.85,82.76,0,0,137,27.7,5.02,33,15.85,27.7,137
463208,MV Waldron,29,wicketkeeper batter,right-hand bat,,,,,,,,,,,,,,,
928059,B White,29,bowler,right-hand bat,legbreak,,,,,,,,,,,,,,
364343,CA Young,29,bowler,right-hand bat,right-arm fast-medium,36,22,82,6.83,74.54,0,0,59,26.62,5.48,29.1,6.83,26.62,59
554691,AR Patel,6,bowling allrounder,left-hand bat,slow left-arm orthodox,49,29,381,19.05,105.24,0,2,56,31.07,4.44,41.9,19.05,31.07,56
390481,HV Patel,6,bowler,right-hand bat,right-arm medium,,,,,,,,,,,,,,
630972,Poonam Yadav,6,bowler,right-hand bat,legbreak googly,,,,,,,,,,,,,,
917159,M Prasidh Krishna,6,bowler,right-hand bat,right-arm fast-medium,,,,,,,,,,,,,,
32540,CA Pujara,6,top-order batter,right-hand bat,legbreak,5,5,51,10.2,39.23,0,0,,,,,10.2,,
422108,KL Rahul,6,opening batter,right-hand bat,,51,49,1870,44.52,87.34,5,12,,,,,44.52,,
54273,M Raj,6,top-order batter,right-hand bat,legbreak,,,,,,,,,,,,,,
556537,S Rana,6,bowling allrounder,right-hand bat,right-arm offbreak,,,,,,,,,,,,,,
1175441,Ravi Bishnoi,6,bowler,right-hand bat,legbreak googly,1,1,4,,200,0,0,1,69,8.62,48,,69,1
960853,Renuka Singh,6,bowler,right-hand bat,right-arm medium-fast,,,,,,,,,,,,,,
883405,JI Rodrigues,6,middle-order batter,right-hand bat,right-arm offbreak,,,,,,,,,,,,,,
425943,SV Samson,6,wicketkeeper batter,right-hand bat,,11,10,330,66,104.76,0,2,,,,,66,,
1163695,KR Sen,6,bowler,right-hand bat,right-arm fast,,,,,,,,,,,,,,
1182523,Shafali Verma,6,opening batter,right-hand bat,right-arm offbreak,,,,,,,,,,,,,,
1159711,Shahbaz Ahmed,6,allrounder,left-hand bat,slow left-arm orthodox,,,,,,,,,,,,,,
597811,DB Sharma,6,allrounder,left-hand bat,right-arm offbreak,,,,,,,,,,,,,,
34102,RG Sharma,6,top-order batter,right-hand bat,right-arm offbreak,241,234,9782,48.91,89.89,30,48,8,64.37,5.21,74.1,48.91,64.37,8
1079848,Shivam Mavi,6,bowler,right-hand bat,right-arm fast-medium,,,,,,,,,,,,,,
1070173,Shubman Gill,6,opening batter,right-hand bat,right-arm offbreak,21,21,1254,73.76,109.8,4,5,,,,,73.76,,
475281,SN Thakur,6,bowler,right-hand bat,right-arm medium,34,21,298,19.86,109.96,0,1,50,31.74,6.22,30.5,19.86,31.74,50
446763,RA Tripathi,6,top-order batter,right-hand bat,right-arm medium,,,,,,,,,,,,,,
1246528,Umran Malik,6,bowler,right-hand bat,right-arm fast,8,3,2,,22.22,0,0,13,27.3,6.45,25.3,,27.3,13
390484,JD Unadkat,6,bowler,right-hand bat,left-arm medium,7,,,,,,,8,26.12,4.01,39,,26.12,8
709837,DP Vaidya,6,allrounder,left-hand bat,legbreak googly,,,,,,,,,,,,,,
883413,P Vastrakar,6,bowler,right-hand bat,right-arm medium,,,,,,,,,,,,,,
452044,GH Vihari,6,batting allrounder,right-hand bat,right-arm offbreak,,,,,,,,,,,,,,
719715,Washington Sundar,6,bowling allrounder,left-hand bat,right-arm offbreak,16,9,233,29.12,85.66,0,1,16,27.18,5.05,32.2,29.12,27.18,16
447587,J Yadav,6,bowler,right-hand bat,right-arm offbreak,2,2,3,3,42.85,0,0,1,61,4.35,84,3,61,1
960737,RP Yadav,6,bowler,right-hand bat,slow left-arm orthodox,,,,,,,,,,,,,,
446507,SA Yadav,6,batter,right-hand bat,"right-arm medium,right-arm offbreak",20,18,433,28.86,102.85,0,2,,,,,28.86,,
376116,UT Yadav,6,bowler,right-hand bat,right-arm fast,75,24,79,7.9,58.95,0,0,106,33.63,6.01,33.5,7.9,33.63,106
638256,JN Nkomo,9,,right-hand bat,right-arm medium-fast,,,,,,,,,,,,,,
453277,VM Nyauchi,9,bowler,right-hand bat,right-arm fast-medium,10,6,43,7.16,82.69,0,0,7,50.42,5.26,57.4,7.16,50.42,7
1135025,L Phiri,9,,right-hand bat,right-arm offbreak,,,,,,,,,,,,,,
951781,M Shumba,9,top-order batter,left-hand bat,slow left-arm orthodox,6,5,27,6.75,46.55,0,0,0,,6.14,,6.75,,0
1080012,N Sibanda,9,,left-hand bat,left-arm medium,,,,,,,,,,,,,,
299572,Sikandar Raza,9,batting allrounder,right-hand bat,right-arm offbreak,126,120,3724,36.5,84.52,6,20,71,45.32,4.91,55.3,36.5,45.32,71
392945,DT Tiripano,9,bowler,right-hand bat,right-arm fast-medium,38,29,364,17.33,66.3,0,1,36,40.44,5.79,41.8,17.33,40.44,36
538593,L Tshuma,9,,right-hand bat,right-arm medium,,,,,,,,,,,,,,
722321,TE Tsiga,9,wicketkeeper batter,right-hand bat,right-arm medium,,,,,,,,,,,,,,
55870,SC Williams,9,middle-order batter,left-hand bat,slow left-arm orthodox,147,142,4266,34.68,82.13,5,32,77,48.54,4.94,58.9,34.68,48.54,77
1208951,GE Plimmer,5,middle-order batter,right-hand bat,right-arm medium,,,,,,,,,,,,,,
380956,MJG Rippon,5,allrounder,right-hand bat,left-arm wrist-spin,9,7,180,30,70.86,0,2,13,23,4.46,30.9,30,23,13
543550,HM Rowe,5,bowler,right-hand bat,right-arm medium,,,,,,,,,,,,,,
502714,MJ Santner,5,bowling allrounder,left-hand bat,slow left-arm orthodox,93,70,1248,28.36,89.39,0,3,90,38.58,4.87,47.5,28.36,38.58,90
233007,AE Satterthwaite,5,top-order batter,left-hand bat,right-arm offbreak,,,,,,,,,,,,,,
959769,BV Sears,5,bowler,right-hand bat,right-arm medium-fast,,,,,,,,,,,,,,
962831,HB Shipley,5,bowler,right-hand bat,right-arm medium-fast,,,,,,,,,,,,,,
559066,IS Sodhi,5,bowler,right-hand bat,legbreak,39,19,144,9.6,72,0,0,51,34.39,5.42,38,9.6,34.39,51
232364,TG Southee,5,bowler,right-hand bat,right-arm medium-fast,154,93,720,12.41,96.38,0,1,210,33.46,5.43,36.9,12.41,33.46,210
380929,LMM Tahuhu,5,bowler,right-hand bat,right-arm medium-fast,,,,,,,,,,,,,,
38699,LRPL Taylor,5,middle-order batter,right-hand bat,right-arm offbreak,236,220,8607,47.55,83.32,21,51,0,,5,,47.55,,0
854909,BM Tickner,5,bowler,right-hand bat,right-arm medium-fast,9,5,4,4,30.76,0,0,13,38.3,6.64,34.6,4,38.3,13
233713,N Wagner,5,bowler,left-hand bat,left-arm medium-fast,,,,,,,,,,,,,,
277906,KS Williamson,5,top-order batter,right-hand bat,right-arm offbreak,161,153,6554,47.83,80.97,13,42,37,35.4,5.35,39.6,47.83,35.4,37
547749,WA Young,5,top-order batter,right-hand bat,right-arm offbreak,8,8,240,40,92.3,2,0,,,,,40,,
348056,KR Mayers,4,batting allrounder,left-hand bat,right-arm medium,17,16,486,30.37,89.33,2,1,6,56.5,5.77,58.6,30.37,56.5,6
906783,OC McCoy,4,bowler,left-hand bat,left-arm fast-medium,2,1,0,,0,0,0,4,27.25,7.78,21,,27.25,4
474201,NY McLean,4,top-order batter,right-hand bat,,,,,,,,,,,,,,,
530814,MJ Mindley,4,bowler,right-hand bat,right-arm fast-medium,,,,,,,,,,,,,,
55187,A Mohammed,4,bowler,right-hand bat,right-arm offbreak,,,,,,,,,,,,,,
670045,G Motie,4,bowler,left-hand bat,slow left-arm orthodox,4,3,15,5,55.55,0,0,8,16.75,3.65,27.5,5,16.75,8
355355,CN Nation,4,middle-order batter,right-hand bat,,,,,,,,,,,,,,,
677081,KMA Paul,4,allrounder,right-hand bat,right-arm fast-medium,23,17,266,22.16,92.68,0,0,25,39.08,6,39,22.16,39.08,25
274921,V Permaul,4,bowler,right-hand bat,slow left-arm orthodox,7,4,19,6.33,73.07,0,0,8,33.87,4.91,41.3,6.33,33.87,8
914467,A Phillip,4,bowler,right-hand bat,right-arm fast-medium,5,2,22,22,88,0,0,4,51.75,6.36,48.7,22,51.75,4
230559,KA Pollard,4,batting allrounder,right-hand bat,right-arm medium,123,113,2706,26.01,94.41,3,13,55,39.29,5.69,41.3,26.01,39.29,55
604302,N Pooran,4,wicketkeeper batter,left-hand bat,right-arm offbreak,52,49,1555,36.16,96.1,1,11,6,29,6.17,28.1,36.16,29,6
820351,R Powell,4,middle-order batter,right-hand bat,right-arm medium-fast,45,42,897,23,83.05,1,2,3,91.66,5.89,93.3,23,91.66,3
769517,K Ramharack,4,bowler,left-hand bat,right-arm offbreak,,,,,,,,,,,,,,
450101,RA Reifer,4,allrounder,left-hand bat,left-arm medium-fast,5,4,36,9,50.7,0,0,5,26.6,5.58,28.6,9,26.6,5
230553,KAJ Roach,4,bowler,right-hand bat,right-arm fast-medium,95,60,308,12.83,51.85,0,0,125,31.08,5.09,36.6,12.83,31.08,125
1325398,A Scantlebury,4,middle-order batter,right-hand bat,,,,,,,,,,,,,,,
1230583,KC Schultz,4,bowler,right-hand bat,slow left-arm orthodox,,,,,,,,,,,,,,
1199304,JNT Seales,4,bowler,left-hand bat,right-arm fast-medium,7,3,16,16,55.17,0,0,4,80.25,5.81,82.7,16,80.25,4
355356,SC Selman,4,bowler,right-hand bat,right-arm medium,,,,,,,,,,,,,,
1325395,Shaunte Carrington,4,bowler,right-hand bat,right-arm offbreak,,,,,,,,,,,,,,
677077,R Shepherd,4,bowling allrounder,right-hand bat,right-arm fast-medium,18,14,213,17.75,94.24,0,1,11,54.63,5.35,61.1,17.75,54.63,11
1206110,K Sinclair,4,bowler,right-hand bat,right-arm offbreak,3,1,3,,75,0,0,5,24.6,4.34,34,,24.6,5
820691,OF Smith,4,bowling allrounder,right-hand bat,right-arm fast-medium,5,5,144,36,192,0,0,6,20.33,5.04,24.1,36,20.33,6
355359,SR Taylor,4,allrounder,right-hand bat,right-arm offbreak,,,,,,,,,,,,,,
248920,DC Thomas,4,top-order batter,right-hand bat,right-arm medium,21,19,238,14,65.38,0,0,2,5.5,9.42,3.5,14,5.5,2
443263,HR Walsh,4,bowler,left-hand bat,legbreak googly,22,12,155,17.22,73.11,0,0,28,31.82,5.41,35.2,17.22,31.82,28
1325401,A Williams,4,allrounder,right-hand bat,right-arm medium,,,,,,,,,,,,,,
769427,RS Williams,4,wicketkeeper batter,right-hand bat,,,,,,,,,,,,,,,
1268281,Zaida James,4,allrounder,left-hand bat,slow left-arm orthodox,,,,,,,,,,,,,,
774223,JA Richardson,2,bowler,right-hand bat,right-arm fast,15,9,93,18.6,86.91,0,0,27,29.37,5.87,30,18.6,29.37,27
272262,KW Richardson,2,bowler,right-hand bat,right-arm fast-medium,25,12,75,15,110.29,0,0,39,31.79,5.67,33.6,15,31.79,39
826901,DR Sams,2,allrounder,right-hand bat,left-arm fast-medium,,,,,,,,,,,,,,
420314,M Schutt,2,bowler,right-hand bat,right-arm fast-medium,,,,,,,,,,,,,,
267192,SPD Smith,2,middle-order batter,right-hand bat,legbreak googly,139,124,4917,45.11,87.64,12,29,28,34.67,5.41,38.4,45.11,34.67,28
311592,MA Starc,2,bowler,left-hand bat,left-arm fast,107,60,469,12.34,86.05,0,1,211,22.13,5.08,26.1,12.34,22.13,211
325012,MP Stoinis,2,batting allrounder,right-hand bat,right-arm medium,57,52,1296,28.8,92.63,1,6,37,44.51,5.96,44.7,28.8,44.51,37
1071705,A Sutherland,2,allrounder,right-hand bat,right-arm medium-fast,,,,,,,,,,,,,,
590326,MJ Swepson,2,bowler,right-hand bat,legbreak,3,1,2,2,100,0,0,3,53.66,6.11,52.6,2,53.66,3
230193,MS Wade,2,wicketkeeper batter,left-hand bat,right-arm medium,97,83,1867,26.29,81.59,1,11,,,,,26.29,,
219889,DA Warner,2,opening batter,left-hand bat,legbreak,141,139,6007,45.16,95.25,19,27,0,,8,,45.16,,0
381305,A Wellington,2,bowler,right-hand bat,legbreak,,,,,,,,,,,,,,
379504,A Zampa,2,bowler,right-hand bat,legbreak googly,76,35,206,9.36,62.04,0,0,127,28.66,5.44,31.6,9.36,28.66,127
1194795,M Pathirana,8,bowler,right-hand bat,right-arm medium,,,,,,,,,,,,,,
371185,GWHM Perera,8,middle-order batter,left-hand bat,right-arm medium-fast,,,,,,,,,,,,,,
335236,KDU Prabodhani,8,bowler,right-hand bat,left-arm medium,,,,,,,,,,,,,,
826689,Pramod Madushan,8,bowler,right-hand bat,right-arm medium-fast,1,1,15,15,28.84,0,0,1,13,4.33,18,15,13,1
342619,PBB Rajapaksa,8,top-order batter,left-hand bat,right-arm medium,5,5,89,17.8,104.7,0,1,,,,,17.8,,
499594,CAK Rajitha,8,bowler,right-hand bat,right-arm medium-fast,16,8,48,24,64,0,0,23,34.52,6.4,32.3,24,34.52,23
429180,OU Ranasinghe,8,bowling allrounder,left-hand bat,right-arm offbreak,,,,,,,,,,,,,,
434844,I Ranaweera,8,bowler,left-hand bat,slow left-arm orthodox,,,,,,,,,,,,,,
493860,MAA Sanjeewani,8,wicketkeeper batter,right-hand bat,,,,,,,,,,,,,,,
1321016,EMKNH Senavirathna,8,middle-order batter,right-hand bat,,,,,,,,,,,,,,,
684561,Tharika Sewwandi,8,bowler,left-hand bat,left-arm medium-fast,,,,,,,,,,,,,,
437316,MD Shanaka,8,allrounder,right-hand bat,right-arm medium,48,44,1067,26.67,94.67,2,3,15,38.2,6.03,38,26.67,38.2,15
683433,M Shehani,8,bowler,right-hand bat,"right-arm medium-fast,right-arm offbreak",,,,,,,,,,,,,,
1321015,HDRS Silva,8,bowler,right-hand bat,legbreak,,,,,,,,,,,,,,
1138316,M Theekshana,8,bowler,right-hand bat,right-arm offbreak,12,7,31,15.5,43.66,0,0,13,37.76,4.5,50.3,15.5,37.76,13
301236,HDRL Thirimanne,8,top-order batter,left-hand bat,right-arm medium-fast,127,106,3194,34.71,72.27,4,21,3,31.33,5.42,34.6,34.71,31.33,3
955235,N Thushara,8,bowler,right-hand bat,right-arm medium-fast,,,,,,,,,,,,,,
370040,JDF Vandersay,8,bowler,right-hand bat,legbreak,20,12,89,8.9,41.98,0,0,25,32.08,5.6,34.3,8.9,32.08,25
442310,PM Weerakkody,8,,left-hand bat,,,,,,,,,,,,,,,
1152427,DN Wellalage,8,bowler,left-hand bat,slow left-arm orthodox,9,7,109,18.16,77.3,0,0,9,33.66,5.94,34,18.16,33.66,9
941803,Nashra Sandhu,7,bowler,right-hand bat,slow left-arm orthodox,,,,,,,,,,,,,,
333355,Nida Dar,7,bowling allrounder,right-hand bat,right-arm offbreak,,,,,,,,,,,,,,
238672,Noman Ali,7,bowler,left-hand bat,slow left-arm orthodox,,,,,,,,,,,,,,
941777,Omaima Sohail,7,top-order batter,right-hand bat,right-arm offbreak,,,,,,,,,,,,,,
1315572,Sadaf Shamas,7,,right-hand bat,right-arm medium,,,,,,,,,,,,,,
1204917,Sadia Iqbal,7,bowler,left-hand bat,slow left-arm orthodox,,,,,,,,,,,,,,
1062812,Sajid Khan,7,bowling allrounder,right-hand bat,right-arm offbreak,,,,,,,,,,,,,,
227760,Sarfaraz Ahmed,7,wicketkeeper batter,right-hand bat,right-arm offbreak,117,91,2315,33.55,87.85,2,11,0,,7.5,,33.55,,0
652687,Saud Shakeel,7,middle-order batter,left-hand bat,left-arm slow,5,4,67,22.33,66.33,0,1,1,37,4.72,47,22.33,37,1
922943,Shadab Khan,7,allrounder,right-hand bat,legbreak,53,31,596,28.38,80,0,4,70,31.64,5.09,37.2,28.38,31.64,70
1072470,Shaheen Shah Afridi,7,bowler,left-hand bat,left-arm fast,32,16,102,17,68.45,0,0,62,23.87,5.51,25.9,17,23.87,62
1203995,Shahnawaz Dahani,7,bowler,right-hand bat,right-arm fast-medium,2,2,4,,133.33,0,0,1,73,4.56,96,,73,1
233901,Shan Masood,7,opening batter,left-hand bat,right-arm medium-fast,6,6,111,18.5,75.51,0,1,,,,,18.5,,
362356,Sidra Ameen,7,opening batter,right-hand bat,right-arm medium-fast,,,,,,,,,,,,,,
500733,Sidra Nawaz,7,wicketkeeper batter,right-hand bat,,,,,,,,,,,,,,,
1204959,Tuba Hassan,7,bowler,right-hand bat,legbreak,,,,,,,,,,,,,,
1341174,Umm-e-Hani,7,,right-hand bat,right-arm offbreak,,,,,,,,,,,,,,
647667,Usama Mir,7,bowler,right-hand bat,legbreak,,,,,,,,,,,,,,
348152,Usman Qadir,7,bowler,left-hand bat,legbreak,1,,,,,,,1,48,5.33,54,,48,1
43685,Yasir Shah,7,bowler,right-hand bat,legbreak googly,25,13,127,18.14,85.23,0,0,24,47.91,5.33,53.8,18.14,47.91,24
433614,Zahid Mahmood,7,bowler,right-hand bat,legbreak,4,2,9,9,90,0,0,4,55,6.11,54,9,55,4
605661,RD Rickelton,3,wicketkeeper batter,left-hand bat,,,,,,,,,,,,,,,
318845,RR Rossouw,3,top-order batter,left-hand bat,right-arm offbreak,36,35,1239,38.71,94.36,3,7,1,44,5.86,45,38.71,44,1
939229,TS Sekhukhune,3,bowler,left-hand bat,right-arm fast-medium,,,,,,,,,,,,,,
379145,T Shamsi,3,bowler,right-hand bat,left-arm wrist-spin,41,8,18,9,43.9,0,0,51,35.98,5.53,39,9,35.98,51
698143,L Sipamla,3,bowler,right-hand bat,right-arm fast-medium,5,2,14,,73.68,0,0,2,86,5.67,91,,86,2
503123,A Steyn,3,opening batter,right-hand bat,right-arm medium-fast,,,,,,,,,,,,,,
595978,T Stubbs,3,wicketkeeper batter,right-hand bat,right-arm offbreak,,,,,,,,,,,,,,
481803,GA Stuurman,3,bowler,right-hand bat,right-arm fast-medium,,,,,,,,,,,,,,
453370,CL Tryon,3,allrounder,right-hand bat,slow left-arm orthodox,,,,,,,,,,,,,,
939253,D Tucker,3,allrounder,right-hand bat,right-arm offbreak,,,,,,,,,,,,,,
337790,HE van der Dussen,3,top-order batter,right-hand bat,legbreak,41,35,1679,67.16,90.31,4,11,1,3,3,6,67.16,3,1
595004,K Verreynne,3,wicketkeeper batter,right-hand bat,right-arm offbreak,12,10,371,41.22,84.51,0,4,,,,,41.22,,
379887,LB Williams,3,bowler,left-hand bat,right-arm medium-fast,1,,,,,,,1,62,7.75,48,,62,1
922481,L Wolvaardt,3,opening batter,right-hand bat,,,,,,,,,,,,,,,
318842,K Zondo,3,batter,right-hand bat,right-arm offbreak,6,6,146,29.2,63.2,0,1,,,,,29.2,,
550187,Zubayr Hamza,3,batter,right-hand bat,legbreak,1,1,56,56,70.88,0,1,,,,,56,,
